# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "6" "-p" "-a" "/mnt/data/bioinfo/rna_seq_project/reference/Saccharomyces_cerevisiae.R64-1-1.111.gtf" "-o" "gene_counts.txt" "aligned_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	aligned_sorted.bam
tD(GUC)B	II	405960	406031	+	72	0
YBR172C	II	579150	581372	-	2223	1359
YBL097W	II	40831	43095	+	2265	471
YBR050C	II	337183	338199	-	1017	43
YBR183W	II	596115	597065	+	951	240
YBR213W	II	650368	651192	+	825	715
YBR113W	II	465566	466048	+	483	51
YBL091C-A	II;II	46565;47147	47058;47180	-;-	528	140
YBR196C-A	II	614024	614173	-	150	16
YBR286W	II	774700	776313	+	1614	4522
YBR268W	II	741299	741616	+	318	465
YBR058C-A	II	356324	356566	-	243	1121
YBR287W	II	776571	777854	+	1284	1367
YBL083C	II	69713	70138	-	426	0
YBL061C	II	105316	107406	-	2091	885
YBR267W	II	739841	741022	+	1182	460
YBR114W	II	467248	469620	+	2373	373
YBL032W	II	160184	161329	+	1146	1032
YBR219C	II;II	662499;663003	662581;663303	-;-	384	5
tF(GAA)B	II;II	36398;36453	36434;36488	+;+	73	0
YBR299W	II	805351	807105	+	1755	60
YBR191W	II;II	606270;606669	606280;607140	+;+	483	10399
YBR125C	II	487199	488380	-	1182	645
YBL069W	II	90741	92030	+	1290	240
YBR223C	II	668663	670297	-	1635	161
YBR074W	II	386286	389216	+	2931	1367
YBR201C-A	II	624493	624696	-	204	26
YBR187W	II	602634	603476	+	843	1869
YBL021C	II	181660	182094	-	435	341
YBL049W	II	126828	127244	+	417	75
YBL035C	II	151493	153610	-	2118	534
YBL095W	II	43277	44089	+	813	139
YBR073W	II	383112	385988	+	2877	1579
YBR109W-A	II	458608	458832	+	225	15
YBR260C	II	732639	734639	-	2001	542
YBR279W	II	761257	762594	+	1338	1319
YBR211C	II	646158	647132	-	975	304
YBR078W	II;II	393123;393511	393180;394742	+;+	1290	12383
YBR063C	II	366970	368184	-	1215	210
YBR028C	II	294425	296002	-	1578	681
YBL039C-A	II	144948	145031	-	84	0
YBR129C	II	494353	495339	-	987	530
YBL050W	II;II	125125;125271	125154;126119	+;+	879	915
YBR051W	II	337988	338338	+	351	4
YBR080C	II	398614	400890	-	2277	1162
YBL058W	II	111437	112708	+	1272	1776
YBL101C	II	24946	28299	-	3354	832
YBR140C	II	517350	526628	-	9279	1623
YBR021W	II	281443	283344	+	1902	753
YBR232C	II	683373	683732	-	360	13
YBR024W	II	289445	290350	+	906	202
YBL005W-B	II	221330	226598	+	5269	63
YBL100W-A	II	29935	31251	+	1317	0
YBR012W-B	II	259869	265140	+	5272	21
YBR012W-A	II	259869	261191	+	1323	0
YBL005W-A	II	221330	222652	+	1323	0
YBL100W-B	II	29935	35248	+	5314	236
YNR017W	XIV	662913	663581	+	669	1287
YNL105W	XIV	424155	424583	+	429	1
YNR069C	XIV	761123	762592	-	1470	116
YNL306W	XIV	58155	58808	+	654	1221
YNL288W	XIV	90303	91424	+	1122	819
YNL191W	XIV	280432	281505	+	1074	497
YNL150W	XIV	349251	349658	+	408	24
YNL097C	XIV	441366	442358	-	993	256
tN(GUU)N1	XIV	102716	102789	+	74	8
YNL137C	XIV	368595	370055	-	1461	1778
YNL331C	XIV	16118	17248	-	1131	195
YNL030W	XIV	576727	577038	+	312	7297
YNL297C	XIV	71673	76583	-	4911	1121
YNL102W	XIV	430087	434493	+	4407	1209
YNR026C	XIV	673274	674689	-	1416	514
YNL152W	XIV	346313	347542	+	1230	377
YNL140C	XIV	360917	361486	-	570	0
YNL099C	XIV	438567	439283	-	717	636
YNL182C	XIV	295960	297627	-	1668	821
YNL180C	XIV	299654	300649	-	996	1497
YNR001C	XIV	629622	631061	-	1440	4649
YNL091W	XIV	452408	456130	+	3723	1687
YNL157W	XIV	340352	340858	+	507	541
YNL315C	XIV	43324	44280	-	957	1007
YNL221C	XIV	231068	233695	-	2628	1506
YNR052C	XIV	719346	720647	-	1302	899
YNL061W	XIV	510540	512396	+	1857	2593
YNL284C	XIV	103134	104102	-	969	1340
YNR040W	XIV	699690	700460	+	771	349
YNL246W	XIV;XIV	185460;185587	185491;186349	+;+	795	739
YNL097W-A	XIV	441431	441586	+	156	0
YNL121C	XIV	398684	400537	-	1854	3422
snR191	XIV	721938	722211	-	274	23
YNL043C	XIV	545589	545909	-	321	47
YNR055C	XIV	728426	730186	-	1761	922
YNL039W	XIV	555048	556832	+	1785	863
YNR036C	XIV	694361	694822	-	462	1551
YNL304W	XIV	60297	61550	+	1254	197
YNL119W	XIV	401040	402521	+	1482	335
YNL034W	XIV	570477	572315	+	1839	18
YNL187W	XIV	287994	289067	+	1074	160
YNL310C	XIV	51907	52431	-	525	311
YNL277W	XIV	117349	118809	+	1461	2117
YNL126W	XIV	387227	389767	+	2541	553
tL(UAA)N	XIV	726134	726217	-	84	0
YNL210W	XIV	250931	251743	+	813	64
YNR041C	XIV	700541	701659	-	1119	367
YNL193W	XIV	274368	276044	+	1677	357
YNL301C	XIV;XIV	63570;64451	64018;64562	-;-	561	3050
YNL263C	XIV	146896	147840	-	945	947
YNL059C	XIV	512668	514935	-	2268	1177
YNL028W	XIV	578679	578996	+	318	2
YNL044W	XIV;XIV	545268;545371	545291;545877	+;+	531	790
YNL026W	XIV	581920	583374	+	1455	789
YNL067W	XIV	499681	500256	+	576	9158
YNL205C	XIV	258155	258577	-	423	1
YNL104C	XIV	424895	426754	-	1860	5649
YNL169C	XIV	316169	317671	-	1503	1234
YNL268W	XIV	138550	140385	+	1836	2529
YNL162W	XIV;XIV	331322;331838	331325;332154	+;+	321	9174
YNL257C	XIV	160631	164320	-	3690	1002
YNL229C	XIV	219137	220201	-	1065	982
YNL042W-B	XIV	547113	547370	+	258	6
YNL248C	XIV	181361	182608	-	1248	2216
YNR045W	XIV	706139	707608	+	1470	354
YNR051C	XIV	716780	718327	-	1548	2111
YNL190W	XIV	282395	283009	+	615	2477
YNL194C	XIV	272710	273615	-	906	124
YNL080C	XIV	476932	478032	-	1101	577
YNR005C	XIV	636931	637335	-	405	0
YNR064C	XIV	749136	750008	-	873	37
YNL145W	XIV	352414	352530	+	117	2392
YNR068C	XIV	760067	760885	-	819	92
YNL323W	XIV	31944	33188	+	1245	992
YNL003C	XIV	624975	625829	-	855	479
YNL199C	XIV	264926	266530	-	1605	868
YNL048W	XIV	538173	539819	+	1647	881
YNL072W	XIV	490317	491240	+	924	264
YNL224C	XIV	224796	227099	-	2304	474
YNL067W-A	XIV	498538	498684	+	147	4
YNR032W	XIV	686010	687116	+	1107	428
YNL206C	XIV	256788	258155	-	1368	797
YNR062C	XIV	744360	745343	-	984	88
YNL203C	XIV	259439	260050	-	612	11
YNL273W	XIV	122883	126599	+	3717	597
tI(AAU)N1	XIV	569867	569940	-	74	0
YNL213C	XIV	246460	247104	-	645	395
YNL055C	XIV	517994	518845	-	852	5520
YNL170W	XIV	315978	316373	+	396	24
YNR013C	XIV	649028	651712	-	2685	1447
YNL269W	XIV	137699	138094	+	396	2
YNR020C	XIV	667410	668222	-	813	403
YNL041C	XIV	549468	551987	-	2520	733
YNL234W	XIV	210233	211513	+	1281	111
YNL165W	XIV	323832	325052	+	1221	243
YNL116W	XIV	408341	409909	+	1569	529
YNL008C	XIV	616211	618241	-	2031	806
YNL309W	XIV	52662	53924	+	1263	256
YNR015W	XIV	653387	654541	+	1155	502
YNR075W	XIV	779916	781040	+	1125	292
YNL025C	XIV	584320	585291	-	972	215
YNL058C	XIV	515763	516713	-	951	275
YNL313C	XIV	45308	48022	-	2715	1243
YNL122C	XIV	398023	398370	-	348	338
YNL094W	XIV	447611	449374	+	1764	954
YNL001W	XIV	627456	628616	+	1161	553
YNL317W	XIV	40619	42016	+	1398	277
YNL035C	XIV	568522	569691	-	1170	540
YNL007C	XIV	618507	619565	-	1059	2620
YNL162W-A	XIV	330329	330547	+	219	100
YNR039C	XIV	697614	699431	-	1818	459
YNL103W-A	XIV	426719	426808	+	90	136
tL(CAA)N	XIV;XIV	443006;443076	443043;443119	+;+	82	1
YNL052W	XIV	531725	532186	+	462	2301
YNL120C	XIV	401033	401518	-	486	0
YNL002C	XIV	626174	627142	-	969	2121
YNL311C	XIV	49397	51688	-	2292	586
YNR007C	XIV	639182	640114	-	933	279
YNL291C	XIV	84169	85815	-	1647	639
YNL195C	XIV	271523	272308	-	786	55
YNL087W	XIV	462411	465947	+	3537	3552
tF(GAA)N	XIV;XIV	374869;374924	374905;374959	+;+	73	2
YNL217W	XIV	240331	241311	+	981	847
YNL029C	XIV	577205	578773	-	1569	420
YNR028W	XIV	676177	677103	+	927	549
YNL009W	XIV	614821	616083	+	1263	96
YNL024C-A	XIV	586602	586820	-	219	682
YNL334C	XIV	12208	12876	-	669	42
YNL319W	XIV	38642	39082	+	441	10
YNL295W	XIV	76946	78520	+	1575	444
tN(GUU)N2	XIV	632599	632672	+	74	0
YNL192W	XIV	276502	279897	+	3396	3520
YNL149C	XIV	349367	349756	-	390	218
YNL071W	XIV	491523	492971	+	1449	3267
YNL089C	XIV	456693	457169	-	477	17
YNL308C	XIV	54122	55897	-	1776	2204
YNL239W	XIV	200569	201933	+	1365	1279
YNL275W	XIV	119268	120998	+	1731	250
YNR071C	XIV	770440	771468	-	1029	0
YNL226W	XIV	222239	222649	+	411	2
YNL040W	XIV	553380	554750	+	1371	771
YNL117W	XIV	406358	408022	+	1665	68
YNL050C	XIV;XIV	534079;534966	534874;534982	-;-	813	392
YNL086W	XIV	466334	466642	+	309	119
YNL017C	XIV	602138	602476	-	339	4
YNR070W	XIV	765375	769376	+	4002	1
YNR067C	XIV	755746	759099	-	3354	1853
YNL305C	XIV	58898	59791	-	894	545
YNL015W	XIV	605384	605611	+	228	421
YNL146C-A	XIV	351386	351580	-	195	34
YNL063W	XIV	507758	508702	+	945	219
YNL294C	XIV	78659	80260	-	1602	721
YNR046W	XIV	707788	708195	+	408	528
YNL167C	XIV	319416	321359	-	1944	670
YNL280C	XIV	109095	110411	-	1317	1690
YNR002C	XIV	633008	633856	-	849	154
YNL036W	XIV	559814	560479	+	666	2084
YNL075W	XIV	485607	486479	+	873	841
YNR058W	XIV	734291	735733	+	1443	204
YNL054W	XIV	526086	529583	+	3498	749
YNR006W	XIV	636986	638854	+	1869	471
YNR042W	XIV	701238	701666	+	429	0
YNL261W	XIV	155100	156539	+	1440	439
YNL188W	XIV	286308	287609	+	1302	498
YNL146W	XIV	351715	352017	+	303	85
YNL228W	XIV	220645	221421	+	777	0
YNL211C	XIV	250055	250315	-	261	92
YNR021W	XIV	668377	669591	+	1215	2893
YNL201C	XIV	260627	263203	-	2577	632
YNR033W	XIV	687635	689998	+	2364	859
YNR034W	XIV	690321	691286	+	966	248
YNL272C	XIV	126805	129084	-	2280	1078
YNL245C	XIV	186346	186885	-	540	166
YNR074C	XIV	777602	778738	-	1137	0
YNL123W	XIV	394685	397678	+	2994	1560
YNR016C	XIV	654673	661374	-	6702	13595
YNL223W	XIV	227370	228854	+	1485	171
YNR032C-A	XIV	687243	687464	-	222	200
YNL133C	XIV	374171	374692	-	522	158
YNL178W	XIV	302680	303402	+	723	23597
YNL065W	XIV	503724	505484	+	1761	525
YNR043W	XIV	701895	703085	+	1191	2678
YNL021W	XIV	593227	595347	+	2121	626
YNL124W	XIV	392892	394370	+	1479	661
YNL312W	XIV;XIV	48287;48402	48293;49216	+;+	822	730
YNL143C	XIV	356794	357186	-	393	49
YNL251C	XIV	172588	174315	-	1728	892
snR40	XIV	89210	89306	+	97	9
YNL299W	XIV	66517	68445	+	1929	562
snR19	XIV	230105	230672	-	568	77
YNR049C	XIV	713023	713655	-	633	312
YNL163C	XIV	326741	330073	-	3333	1020
YNR073C	XIV	774792	776300	-	1509	14
YNL127W	XIV	383987	386848	+	2862	632
YNL118C	XIV	402652	405564	-	2913	1668
tT(AGU)N2	XIV	560693	560765	-	73	0
YNL189W	XIV	284260	285888	+	1629	1987
YNL290W	XIV	86218	87240	+	1023	841
YNR025C	XIV	672702	673061	-	360	22
YNL250W	XIV	175410	179348	+	3939	444
YNL314W	XIV	44447	45214	+	768	179
YNL227C	XIV	220659	222431	-	1773	282
YNL218W	XIV	238238	240001	+	1764	354
YNL004W	XIV;XIV	622915;623287	622944;624621	+;+	1365	1632
YNR023W	XIV	670418	672118	+	1701	500
YNL092W	XIV	450871	452073	+	1203	72
YNL324W	XIV	31050	31445	+	396	1
YNL233W	XIV	211922	214600	+	2679	629
YNL155W	XIV	342516	343340	+	825	1353
YNL020C	XIV	595623	597539	-	1917	494
YNL076W	XIV	483556	485310	+	1755	539
YNL200C	XIV	263713	264453	-	741	156
YNL177C	XIV	303686	304615	-	930	1350
YNL077W	XIV	481391	482977	+	1587	388
YNL293W	XIV	80640	82541	+	1902	410
YNL098C	XIV	439602	440570	-	969	2038
YNR004W	XIV	635943	636383	+	441	100
YNL049C	XIV	535281	537911	-	2631	836
YNR019W	XIV	665339	667267	+	1929	3244
YNL031C	XIV	575640	576050	-	411	10175
YNL019C	XIV	598376	599230	-	855	16
YNL214W	XIV	245617	246216	+	600	121
YNL006W	XIV	620067	620978	+	912	631
YNR030W	XIV	678799	680454	+	1656	1060
YNL038W	XIV;XIV	557020;557685	557610;557783	+;+	690	481
YNL090W	XIV	456565	457143	+	579	198
YNL151C	XIV	347766	348521	-	756	796
YNL254C	XIV	168043	169248	-	1206	274
YNR008W	XIV	640396	642381	+	1986	976
YNR038W	XIV	695595	697484	+	1890	647
YNR003W-A	XIV	634420	634518	+	99	0
YNL307C	XIV	56446	57573	-	1128	1981
YNL131W	XIV	378767	379225	+	459	1694
YNL265C	XIV;XIV	144280;145255	145149;145281	-;-	897	204
YNL175C	XIV	307401	308612	-	1212	689
YNL042W	XIV	548100	549290	+	1191	240
YNL022C	XIV	591427	592899	-	1473	662
YNL056W	XIV	517249	517842	+	594	476
YNL011C	XIV	611836	613170	-	1335	247
YNL329C	XIV	19541	22633	-	3093	779
YNL074C	XIV	486766	488124	-	1359	829
YNL093W	XIV	449868	450530	+	663	30
YNR047W	XIV	708523	711204	+	2682	408
YNL183C	XIV	293137	295509	-	2373	1169
YNL057W	XIV	516403	516735	+	333	6
YNL238W	XIV	202428	204872	+	2445	1214
YNL154C	XIV	343636	345276	-	1641	1981
YNL267W	XIV	140878	144078	+	3201	1257
tP(UGG)N2	XIV;XIV	568115;568182	568150;568217	+;+	72	6
YNL014W	XIV	606319	609453	+	3135	99
NME1	XIV	585587	585926	+	340	39
YNL078W	XIV	479768	480991	+	1224	488
YNL209W	XIV	252059	253900	+	1842	16368
YNL253W	XIV	170018	171286	+	1269	383
YNL173C	XIV	308957	310057	-	1101	892
YNL066W	XIV	501515	502777	+	1263	2024
YNL321W	XIV	34696	37422	+	2727	1014
YNR054C	XIV	723356	724306	-	951	455
YNR072W	XIV	772657	774351	+	1695	1
YNR076W	XIV	781918	782280	+	363	0
YNR031C	XIV	680694	685433	-	4740	971
YNL110C	XIV	417826	418488	-	663	962
YNL232W	XIV	214923	215801	+	879	700
YNL262W	XIV	148212	154880	+	6669	1141
YNL142W	XIV	357453	358952	+	1500	2041
YNL129W	XIV	381480	382202	+	723	354
YNR014W	XIV	652465	653103	+	639	154
YNL005C	XIV	621313	622428	-	1116	1724
YNL174W	XIV	308074	308646	+	573	0
YNL335W	XIV	11452	12129	+	678	18
YNL240C	XIV	198502	199977	-	1476	543
YNL318C	XIV	38707	40329	-	1623	0
YNL256W	XIV	164623	167097	+	2475	1534
YNL012W	XIV;XIV	609686;609875	609790;611665	+;+	1896	174
YNR029C	XIV	677199	678488	-	1290	553
YNL130C-A	XIV	381245	381391	-	147	27
YNL107W	XIV	420098	420778	+	681	236
YNR065C	XIV	750350	753700	-	3351	670
YNL332W	XIV	14832	15854	+	1023	18
YNL023C	XIV	588263	591160	-	2898	877
YNR056C	XIV	731618	733303	-	1686	142
YNL186W	XIV	289498	291876	+	2379	1761
YNL153C	XIV	345669	346058	-	390	847
YNL130C	XIV;XIV	379558;380782	380689;380831	-;-	1182	2604
YNL088W	XIV	457704	461990	+	4287	1684
YNL216W	XIV	241689	244172	+	2484	1168
YNL276C	XIV	118431	118826	-	396	11
YNL108C	XIV	419014	419826	-	813	168
YNL252C	XIV	171441	172286	-	846	887
YNL181W	XIV	298335	299558	+	1224	734
YNL197C	XIV	267608	269593	-	1986	1268
YNL064C	XIV	505868	507097	-	1230	6120
YNL202W	XIV	259578	260456	+	879	48
YNL283C	XIV	105184	106695	-	1512	1329
YNL147W	XIV;XIV	350940;351054	350957;351383	+;+	348	512
YNL286W	XIV	95223	96080	+	858	303
YNL337W	XIV	7165	7419	+	255	0
YNL322C	XIV	33294	34235	-	942	1269
YNL158W	XIV	339612	340208	+	597	365
YNL168C	XIV	318030	318809	-	780	520
YNL259C	XIV	157644	157865	-	222	832
YNR022C	XIV	669774	670193	-	420	679
YNR077C	XIV	783287	783541	-	255	0
YNL068C	XIV	495701	498289	-	2589	740
tI(AAU)N2	XIV	602312	602385	+	74	0
YNL037C	XIV	557920	559002	-	1083	3241
YNL085W	XIV	467131	469623	+	2493	1800
YNL051W	XIV	532659	533870	+	1212	416
YNL148C	XIV	349907	350671	-	765	202
YNR075C-A	XIV	781511	781603	-	93	16
YNL255C	XIV	167329	167790	-	462	2858
YNL070W	XIV	493366	493548	+	183	643
tD(GUC)N	XIV	519099	519169	-	71	15
tT(AGU)N1	XIV	104805	104877	+	73	4
YNL271C	XIV	129522	135383	-	5862	1473
YNL198C	XIV	266514	266816	-	303	25
YNR018W	XIV	664270	664944	+	675	788
YNL327W	XIV	24048	27173	+	3126	4220
YNL236W	XIV	206930	209854	+	2925	492
YNR001W-A	XIV	631263	631481	+	219	2
YNL053W	XIV	529942	531411	+	1470	446
YNL281W	XIV	108467	108928	+	462	1840
YNL279W	XIV	110917	112902	+	1986	151
YNL156C	XIV	341069	341968	-	900	1243
YNL260C	XIV	156859	157455	-	597	162
YNL222W	XIV	229094	229714	+	621	318
YNL235C	XIV	209548	209979	-	432	1
YNR059W	XIV	736803	738545	+	1743	288
YNR044W	XIV	703699	705876	+	2178	430
YNL225C	XIV	222724	224469	-	1746	484
YNL215W	XIV	244468	245430	+	963	760
YNL326C	XIV	27337	28347	-	1011	296
YNL100W	XIV	437613	438317	+	705	915
YNR009W	XIV	642690	643439	+	750	354
YNR066C	XIV	753725	755035	-	1311	202
YNL339W-A	XIV	1517	2092	+	576	0
snR66	XIV	586090	586175	+	86	31
YNL266W	XIV	144245	144664	+	420	4
YNL292W	XIV	82806	84017	+	1212	571
YNL242W	XIV	191324	196102	+	4779	415
YNR057C	XIV	733356	734069	-	714	242
tG(UCC)N	XIV	96241	96312	-	72	0
YNL067W-B	XIV	499417	499557	+	141	0
YNL166C	XIV	322219	323565	-	1347	1123
YNL111C	XIV	416940	417302	-	363	2333
YNL069C	XIV;XIV	493956;494974	494524;495001	-;-	597	12728
YNL277W-A	XIV	116679	116867	+	189	23
YNL128W	XIV	382359	383663	+	1305	64
YNL300W	XIV	65744	66052	+	309	700
YNL179C	XIV	300666	301103	-	438	107
YNR050C	XIV	714048	715388	-	1341	10467
snR49	XIV	716120	716284	+	165	86
YNL138W	XIV	366741	368321	+	1581	1818
YNR048W	XIV	711630	712811	+	1182	280
YNL302C	XIV;XIV	61958;62924	62372;62943	-;-	435	12616
YNL045W	XIV	542963	544978	+	2016	601
YNL125C	XIV	390146	392167	-	2022	340
YNL207W	XIV	255353	256630	+	1278	705
YNR011C	XIV	644320	646950	-	2631	456
YNL241C	XIV	196426	197943	-	1518	5157
YNL112W	XIV;XIV	413639;415914	414911;416281	+;+	1641	2980
YNL249C	XIV	179394	181022	-	1629	253
YNL270C	XIV	135940	137661	-	1722	12
YNL115C	XIV	410119	412053	-	1935	648
YNL073W	XIV	488386	490116	+	1731	852
YNL082W	XIV	473391	476012	+	2622	465
YNL097C-B	XIV	440797	440919	-	123	97
YNR034W-A	XIV	692561	692857	+	297	54
YNL296W	XIV	76273	76587	+	315	0
YNL138W-A	XIV;XIV	366033;366158	366035;366412	+;+	258	124
YNL196C	XIV	270275	271171	-	897	58
YNL109W	XIV	418964	419509	+	546	1
YNL101W	XIV	434999	437140	+	2142	1343
YNR012W	XIV	647432	648937	+	1506	681
YNL114C	XIV	412684	413055	-	372	1
YNL237W	XIV	205188	206567	+	1380	236
YNL084C	XIV	470053	471102	-	1050	1187
YNL289W	XIV	87897	88736	+	840	705
YNL171C	XIV	315629	315997	-	369	0
YNL208W	XIV	254418	255017	+	600	2242
YNL010W	XIV	613635	614360	+	726	1708
YNL134C	XIV	372451	373581	-	1131	2005
YNR053C	XIV;XIV	721120;722303	721770;723112	-;-	1461	2469
tP(AGG)N	XIV	631846	631917	-	72	1
YNL231C	XIV	215987	217042	-	1056	1950
YNL230C	XIV	217523	218662	-	1140	267
YNL339W-B	XIV	734	1216	+	483	0
YNL258C	XIV	158109	160373	-	2265	953
YNL328C	XIV	22834	23274	-	441	61
YNL081C	XIV	476188	476619	-	432	818
YNR037C	XIV	695052	695327	-	276	408
YNR063W	XIV	746943	748766	+	1824	97
YNL339C	XIV;XIV	371;6080	5931;6098	-;-	5580	4
YNR060W	XIV	739951	742110	+	2160	199
YNL287W	XIV	91994	94801	+	2808	2707
YNL095C	XIV	444912	446840	-	1929	448
YNL096C	XIV;XIV	443398;444172	443826;444315	-;-	573	5652
YNL282W	XIV	107687	108274	+	588	225
YNL047C	XIV	539911	541881	-	1971	471
YNL139C	XIV	360924	365717	-	4794	706
tP(UGG)N1	XIV;XIV	547094;547161	547129;547196	+;+	72	1
YNL298W	XIV	68915	71443	+	2529	769
YNL113W	XIV	412771	413199	+	429	161
YNR003C	XIV	634344	635297	-	954	428
YNL316C	XIV	42071	43075	-	1005	394
YNL016W	XIV	602907	604268	+	1362	2898
YNL330C	XIV	18001	19302	-	1302	1202
YNR010W	XIV	643744	644193	+	450	130
YNL172W	XIV	310636	315882	+	5247	551
YNL132W	XIV	375321	378491	+	3171	1822
YNR027W	XIV	674923	675876	+	954	331
YNL083W	XIV	471377	472861	+	1485	440
YNL013C	XIV	609133	609510	-	378	0
YNL164C	XIV	325265	326320	-	1056	375
YNL274C	XIV	121118	122170	-	1053	314
YNL176C	XIV	305070	306980	-	1911	832
YNR061C	XIV	742881	743540	-	660	543
YNL303W	XIV	61510	61857	+	348	101
YNR035C	XIV	693019	694047	-	1029	2033
YNL160W	XIV	336545	337609	+	1065	336
YNR024W	XIV	672409	672969	+	561	104
YNL024C	XIV	587107	587847	-	741	85
YNL018C	XIV	599936	601774	-	1839	8
YNL033W	XIV	572999	573853	+	855	11
YNL141W	XIV	359596	360639	+	1044	1377
YNL320W	XIV	37700	38554	+	855	418
YNL204C	XIV	258375	259277	-	903	52
YNL106C	XIV	420944	424495	-	3552	355
YNL338W	XIV	6561	6719	+	159	0
YNL161W	XIV	332597	334867	+	2271	1167
YNL247W	XIV	182875	185178	+	2304	2760
YNL285W	XIV	96173	96544	+	372	13
YNL062C	XIV	508776	510212	-	1437	768
YNL325C	XIV	28739	31378	-	2640	281
YNL046W	XIV	542304	542822	+	519	253
YNL032W	XIV	574506	575351	+	846	523
YNL135C	XIV	371882	372226	-	345	2479
YNL212W	XIV	247461	249809	+	2349	1137
YNL243W	XIV	188051	190957	+	2907	2166
YNL103W	XIV	427735	429753	+	2019	1092
YNL144W-A	XIV	353061	353144	+	84	0
YNL333W	XIV	13267	14163	+	897	72
YNL027W	XIV	579580	581616	+	2037	598
YNL278W	XIV	113271	116453	+	3183	454
YNL144C	XIV	352820	355042	-	2223	154
YNL159C	XIV	338478	339347	-	870	317
YNL220W	XIV	234413	235714	+	1302	8289
YNL184C	XIV	292557	292883	-	327	4
YNL336W	XIV	8330	9475	+	1146	397
YNL264C	XIV	145563	146615	-	1053	372
YNL136W	XIV	370368	371645	+	1278	643
YNL185C	XIV	292193	292669	-	477	362
YNL219C	XIV	235996	237663	-	1668	1022
YNL079C	XIV	478566	479165	-	600	4526
YNL244C	XIV	187170	187496	-	327	3137
YNL054W-B	XIV	519456	524706	+	5251	1031
YNL284C-B	XIV	96964	102232	-	5269	552
YNL284C-A	XIV	100910	102232	-	1323	0
YNL054W-A	XIV	519456	520778	+	1323	0
YJL160C	X	117962	118825	-	864	34
YJL204C	X	50629	53151	-	2523	272
YJR105W	X	623581	624603	+	1023	6095
YJR129C	X	664000	665019	-	1020	153
YJL139C	X	151713	152999	-	1287	405
YJL062W-A	X	316723	316980	+	258	461
YJL110C	X	209922	211577	-	1656	593
YJR088C	X	586495	587373	-	879	437
YJL213W	X	32163	33158	+	996	760
YJR046W	X	522048	523862	+	1815	740
YJL020C	X	398937	402410	-	3474	1662
YJL187C	X	76803	79262	-	2460	915
YJR131W	X	667644	669293	+	1650	434
YJL133W	X	160619	161563	+	945	457
YJL086C	X	272478	272846	-	369	4
YJR053W	X	534027	535751	+	1725	218
YJR044C	X	518763	519185	-	423	828
YJR100C	X	616351	617334	-	984	528
YJR012C	X	459795	460418	-	624	120
YJR067C	X	567019	567444	-	426	227
YJR146W	X	703885	704238	+	354	30
YJR140W-A	X	690961	691110	+	150	0
YJR130C	X	665218	667137	-	1920	762
YJR069C	X	568806	569399	-	594	809
tV(AAC)J	X	378360	378433	+	74	4
YJR120W	X	647126	647476	+	351	516
YJL186W	X	80155	81915	+	1761	1315
YJL008C	X	419957	421663	-	1707	2472
YJL061W	X	320016	322157	+	2142	1075
YJR085C	X	585120	585437	-	318	754
YJR040W	X	507746	510085	+	2340	710
YJL189W	X;X	75933;76325	75938;76474	+;+	156	34
YJR039W	X	503936	507301	+	3366	222
YJL202C	X	53943	54290	-	348	14
YJL009W	X	419855	420181	+	327	26
YJR005W	X	445923	448025	+	2103	797
YJL006C	X	423138	424109	-	972	186
YJR150C	X	708811	709707	-	897	2
YJR098C	X	613186	615156	-	1971	257
YJL103C	X	229025	230881	-	1857	265
YJL156C	X	126853	128952	-	2100	726
YJL185C	X	82095	82976	-	882	93
YJL135W	X	157877	158194	+	318	5
YJR138W	X	684567	689321	+	4755	597
YJL108C	X	217705	218856	-	1152	418
YJR037W	X	503102	503485	+	384	6
YJR079W	X;X	580205;581053	580347;581239	+;+	330	34
YJR049C	X	526884	528476	-	1593	467
YJR008W	X	452430	453446	+	1017	214
YJR023C	X	469804	470205	-	402	0
YJR002W	X	438865	440646	+	1782	1677
YJR145C	X;X	702027;703055	702798;703068	-;-	786	17298
YJR048W	X	526335	526664	+	330	5255
YJR009C	X	453683	454681	-	999	44774
YJL222W-A	X	9452	9679	+	228	0
YJL173C	X	96161	96529	-	369	592
YJR014W	X	461829	462425	+	597	924
YJR135W-A	X	676971	677234	+	264	530
YJR045C	X	519638	521602	-	1965	11095
YJL176C	X	92053	94530	-	2478	820
YJL193W	X	71366	72574	+	1209	426
YJR128W	X	662921	663280	+	360	30
YJL159W	X	120449	121690	+	1242	6609
YJL030W	X	387657	388247	+	591	361
YJL047C	X	349580	352108	-	2529	290
YJL194W	X	69338	70879	+	1542	181
YJL195C	X	69241	69942	-	702	0
YJR108W	X	628712	629083	+	372	21
YJL199C	X	59856	60182	-	327	68
YJL216C	X	24341	26086	-	1746	86
YJL011C	X	414285	414770	-	486	410
YJR060W	X	548759	549814	+	1056	416
YJR119C	X	644304	646490	-	2187	203
YJR092W	X	598735	603078	+	4344	1337
YJL051W	X	339787	342255	+	2469	603
YJR071W	X	570405	570773	+	369	26
YJR115W	X	639942	640451	+	510	56
YJL010C	X	417562	419562	-	2001	713
YJL084C	X	274862	278002	-	3141	427
